0.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.610594490638611e-01 2.830572181218162e+06 3.830545125203942e+00 6.722251743600000e+02 3.107488381218162e+06 1.549625141358726e+06 6.000000000000000e+02 0.000000000000000e+00 0.000000000000000e+00 2.830572181218162e+06 3.830545125203942e+00 6.722251743600000e+02 3.107488381218162e+06 1.549625141358726e+06 6.000000000000000e+02 1.000000000000000e+00 1.126979360446262e+07 1.000000000000000e+00 1.126979360446262e+07 
1.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.608140399150441e-01 2.829572181218162e+06 3.834149420505635e+00 6.732584838172043e+02 3.106228065917646e+06 1.545352391612899e+06 5.994359695087913e+02 8.471929113830293e-31 -1.754226428970890e-32 2.829572181218162e+06 3.834149420505635e+00 6.732584838172043e+02 3.106228065917646e+06 1.545352391612899e+06 5.994359695087913e+02 1.000000000000000e+00 1.117977979497390e+07 1.000000000000000e+00 1.117977979497390e+07 
2.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.605686400266714e-01 2.828572181218162e+06 3.837760368621648e+00 6.742901637208290e+02 3.104967760440053e+06 1.541098974988669e+06 5.988719603011123e+02 7.781376180508324e-31 2.040243500660868e-31 2.828572181218162e+06 3.837760368621648e+00 6.742901637208290e+02 3.104967760440053e+06 1.541098974988669e+06 5.988719603011123e+02 1.000000000000000e+00 1.109029542220449e+07 1.000000000000000e+00 1.109029542220449e+07 
3.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.603232494476435e-01 2.827572181218162e+06 3.841377987259341e+00 6.753202140458297e+02 3.103707464837255e+06 1.536864710653514e+06 5.983079724893523e+02 7.170229455991245e-31 1.862903964012329e-31 2.827572181218162e+06 3.841377987259341e+00 6.753202140458297e+02 3.103707464837255e+06 1.536864710653514e+06 5.983079724893523e+02 1.000000000000000e+00 1.100133754353833e+07 1.000000000000000e+00 1.100133754353833e+07 
4.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.600778682268425e-01 2.826572181218162e+06 3.845002294189024e+00 6.763486347684992e+02 3.102447179161103e+06 1.532649419076338e+06 5.977440061858588e+02 6.585364737440554e-31 1.727900531276523e-31 2.826572181218162e+06 3.845002294189024e+00 6.763486347684992e+02 3.102447179161103e+06 1.532649419076338e+06 5.977440061858588e+02 1.000000000000000e+00 1.091290324155259e+07 1.000000000000000e+00 1.091290324155259e+07 
5.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.598324964131317e-01 2.825572181218162e+06 3.848633307244248e+00 6.773754258664700e+02 3.101186903463427e+06 1.528452922022723e+06 5.971800615029355e+02 5.900392322835625e-31 1.520184895778859e-31 2.825572181218162e+06 3.848633307244248e+00 6.773754258664700e+02 3.101186903463427e+06 1.528452922022723e+06 5.971800615029355e+02 1.000000000000000e+00 1.082498962372899e+07 1.000000000000000e+00 1.082498962372899e+07 
6.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.595871340553552e-01 2.824572181218162e+06 3.852271044322085e+00 6.784005873187148e+02 3.099926637796039e+06 1.524275042550584e+06 5.966161385528418e+02 5.367282768578888e-31 1.400786889573253e-31 2.824572181218162e+06 3.852271044322085e+00 6.784005873187148e+02 3.099926637796039e+06 1.524275042550584e+06 5.966161385528418e+02 1.000000000000000e+00 1.073759382222059e+07 1.000000000000000e+00 1.073759382222059e+07 
7.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.593417812023381e-01 2.823572181218162e+06 3.855915523383413e+00 6.794241191055436e+02 3.098666382210730e+06 1.520115605004587e+06 5.960522374477943e+02 4.868111388495956e-31 1.269597307461540e-31 2.823572181218162e+06 3.855915523383413e+00 6.794241191055436e+02 3.098666382210730e+06 1.520115605004587e+06 5.960522374477943e+02 1.000000000000000e+00 1.065071299353957e+07 1.000000000000000e+00 1.065071299353957e+07 
8.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.590964379028872e-01 2.822572181218162e+06 3.859566762453189e+00 6.804460212086020e+02 3.097406136759270e+06 1.515974435012481e+06 5.954883582999663e+02 7.611518403003033e-30 1.369419286192228e-30 2.822572181218162e+06 3.859566762453189e+00 6.804460212086020e+02 3.097406136759270e+06 1.515974435012481e+06 5.954883582999663e+02 1.000000000000000e+00 1.056434431829786e+07 1.000000000000000e+00 1.056434431829786e+07 
9.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.588511042057891e-01 2.821572181218162e+06 3.863224779620761e+00 6.814662936108767e+02 3.096145901493411e+06 1.511851359479576e+06 5.949245012214858e+02 6.983651255040263e-30 1.807742274339567e-30 2.821572181218162e+06 3.863224779620761e+00 6.814662936108767e+02 3.096145901493411e+06 1.511851359479576e+06 5.949245012214858e+02 1.000000000000000e+00 1.047848500094247e+07 1.000000000000000e+00 1.047848500094247e+07 
1.000000000000000e+01 1.060740000000000e+06 1.000000000000000e+00 2.586057801598111e-01 2.820572181218162e+06 3.866889593040140e+00 6.824849362966912e+02 3.094885676464880e+06 1.507746206584282e+06 5.943606663244362e+02 6.400186279463388e-30 1.656778935936644e-30 2.820572181218162e+06 3.866889593040140e+00 6.824849362966912e+02 3.094885676464880e+06 1.507746206584282e+06 5.943606663244362e+02 1.000000000000000e+00 1.039313226946807e+07 1.000000000000000e+00 1.039313226946807e+07 
1.100000000000000e+01 1.060740000000000e+06 1.000000000000000e+00 2.583604658137016e-01 2.819572181218162e+06 3.870561220930292e+00 6.835019492517056e+02 3.093625461725388e+06 1.503658805773504e+06 5.937968537208568e+02 5.863605990316781e-30 1.516233446072955e-30 2.819572181218162e+06 3.870561220930292e+00 6.835019492517056e+02 3.093625461725388e+06 1.503658805773504e+06 5.937968537208568e+02 1.000000000000000e+00 1.030828337519455e+07 1.000000000000000e+00 1.030828337519455e+07 
1.200000000000000e+01 1.060740000000000e+06 1.000000000000000e+00 2.581151612161895e-01 2.818572181218162e+06 3.874239681575426e+00 6.845173324629149e+02 3.092365257326622e+06 1.499588987757429e+06 5.932330635227428e+02 5.395673995341682e-30 1.392324886246832e-30 2.818572181218162e+06 3.874239681575426e+00 6.845173324629149e+02 3.092365257326622e+06 1.499588987757429e+06 5.932330635227428e+02 1.000000000000000e+00 1.022393559245896e+07 1.000000000000000e+00 1.022393559245896e+07 
