0.000000000000000e+00 1.060740000000000e+06 1.000000000000000e+00 2.610594490638611e-01 2.830572181218162e+06 3.830545125203942e+00 6.722251743600000e+02 3.107488381218162e+06 1.549625141358726e+06 6.000000000000000e+02 0.000000000000000e+00 0.000000000000000e+00 2.830572181218162e+06 3.830545125203942e+00 6.722251743600000e+02 3.107488381218162e+06 1.549625141358726e+06 6.000000000000000e+02 1.000000000000000e+00 1.126979360446262e+07 1.000000000000000e+00 1.126979360446262e+07 
1.000000000000000e-01 1.060740000000000e+06 1.000000000000000e+00 2.610349077336533e-01 2.830472181218162e+06 3.830905255860833e+00 6.723285786348907e+02 3.107362349247557e+06 1.549196991212964e+06 5.999435959963239e+02 -4.285190901917274e-33 -1.705057735610546e-32 2.830472181218162e+06 3.830905255860833e+00 6.723285786348907e+02 3.107362349247557e+06 1.549196991212964e+06 5.999435959963239e+02 1.000000000000000e+00 1.126076831447145e+07 1.000000000000000e+00 1.126076831447145e+07 
2.000000000000000e-01 1.060740000000000e+06 1.000000000000000e+00 2.610103664956099e-01 2.830372181218162e+06 3.831265452886982e+00 6.724319666144806e+02 3.107236317374715e+06 1.548769036036059e+06 5.998871922044717e+02 -1.187071581891460e-31 -1.292841730081008e-32 2.830372181218162e+06 3.831265452886982e+00 6.724319666144806e+02 3.107236317374715e+06 1.548769036036059e+06 5.998871922044717e+02 1.000000000000000e+00 1.125174834553262e+07 1.000000000000000e+00 1.125174834553262e+07 
3.000000000000000e-01 1.060740000000000e+06 1.000000000000000e+00 2.609858253497795e-01 2.830272181218162e+06 3.831625716300016e+00 6.725353382987439e+02 3.107110285599687e+06 1.548341275645246e+06 5.998307886245553e+02 -1.177600399958085e-31 -3.071222866156343e-32 2.830272181218162e+06 3.831625716300016e+00 6.725353382987439e+02 3.107110285599687e+06 1.548341275645246e+06 5.998307886245553e+02 1.000000000000000e+00 1.124273369465662e+07 1.000000000000000e+00 1.124273369465662e+07 
4.000000000000000e-01 1.060740000000000e+06 1.000000000000000e+00 2.609612842962113e-01 2.830172181218162e+06 3.831986046117562e+00 6.726386936876529e+02 3.106984253922525e+06 1.547913709858246e+06 5.997743852566875e+02 -4.107025933318825e-31 -1.098505419735119e-31 2.830172181218162e+06 3.831986046117562e+00 6.726386936876529e+02 3.106984253922525e+06 1.547913709858246e+06 5.997743852566875e+02 1.000000000000000e+00 1.123372435887477e+07 1.000000000000000e+00 1.123372435887477e+07 
5.000000000000000e-01 1.060740000000000e+06 1.000000000000000e+00 2.609367433349541e-01 2.830072181218162e+06 3.832346442357257e+00 6.727420327811820e+02 3.106858222343281e+06 1.547486338492654e+06 5.997179821009804e+02 -2.291909227961732e-31 -3.789362559183919e-32 2.830072181218162e+06 3.832346442357257e+00 6.727420327811820e+02 3.106858222343281e+06 1.547486338492654e+06 5.997179821009804e+02 1.000000000000000e+00 1.122472033522817e+07 1.000000000000000e+00 1.122472033522817e+07 
6.000000000000001e-01 1.060740000000000e+06 1.000000000000000e+00 2.609122024660566e-01 2.829972181218162e+06 3.832706905036743e+00 6.728453555793049e+02 3.106732190862007e+06 1.547059161366165e+06 5.996615791575464e+02 4.722950975795858e-33 -5.413039105324832e-33 2.829972181218162e+06 3.832706905036743e+00 6.728453555793049e+02 3.106732190862007e+06 1.547059161366165e+06 5.996615791575464e+02 1.000000000000000e+00 1.121572162072226e+07 1.000000000000000e+00 1.121572162072226e+07 
7.000000000000001e-01 1.060740000000000e+06 1.000000000000000e+00 2.608876616895681e-01 2.829872181218162e+06 3.833067434173666e+00 6.729486620819941e+02 3.106606159478754e+06 1.546632178296864e+06 5.996051764264982e+02 -3.321463674204841e-31 -3.802958355771553e-32 2.829872181218162e+06 3.833067434173666e+00 6.729486620819941e+02 3.106606159478754e+06 1.546632178296864e+06 5.996051764264982e+02 1.000000000000000e+00 1.120672821241351e+07 1.000000000000000e+00 1.120672821241351e+07 
8.000000000000000e-01 1.060740000000000e+06 1.000000000000000e+00 2.608631210055371e-01 2.829772181218162e+06 3.833428029785682e+00 6.730519522892250e+02 3.106480128193575e+06 1.546205389102772e+06 5.995487739079477e+02 -6.769578447499377e-31 -1.358843686119796e-31 2.829772181218162e+06 3.833428029785682e+00 6.730519522892250e+02 3.106480128193575e+06 1.546205389102772e+06 5.995487739079477e+02 1.000000000000000e+00 1.119774010732505e+07 1.000000000000000e+00 1.119774010732505e+07 
9.000000000000000e-01 1.060740000000000e+06 1.000000000000000e+00 2.608385804140129e-01 2.829672181218162e+06 3.833788691890449e+00 6.731552262009702e+02 3.106354097006522e+06 1.545778793602005e+06 5.994923716020081e+02 -3.617330322297820e-31 -1.049622598573653e-31 2.829672181218162e+06 3.833788691890449e+00 6.731552262009702e+02 3.106354097006522e+06 1.545778793602005e+06 5.994923716020081e+02 1.000000000000000e+00 1.118875730249760e+07 1.000000000000000e+00 1.118875730249760e+07 
